,image_id,path,diag,target,Class
2686,Normal- (1825),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1825).jpg",Normal,1,Normal
2687,Normal- (4363),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (4363).jpg",Normal,1,Normal
2688,Normal- (2257),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (2257).jpg",Normal,1,Normal
2689,Normal- (1602),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1602).jpg",Normal,1,Normal
2690,Normal- (2008),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (2008).jpg",Normal,1,Normal
2691,Normal- (3500),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (3500).jpg",Normal,1,Normal
2692,Normal- (4934),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (4934).jpg",Normal,1,Normal
2693,Normal- (2567),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (2567).jpg",Normal,1,Normal
2694,Normal- (3110),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (3110).jpg",Normal,1,Normal
2695,Normal- (4518),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (4518).jpg",Normal,1,Normal
2696,Normal- (3814),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (3814).jpg",Normal,1,Normal
2697,Normal- (2273),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (2273).jpg",Normal,1,Normal
2698,Normal- (1549),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1549).jpg",Normal,1,Normal
2699,Normal- (3875),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (3875).jpg",Normal,1,Normal
2700,Normal- (4118),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (4118).jpg",Normal,1,Normal
2701,Normal- (949),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (949).jpg",Normal,1,Normal
2702,Normal- (4680),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (4680).jpg",Normal,1,Normal
2703,Normal- (986),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (986).jpg",Normal,1,Normal
2704,Normal- (368),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (368).jpg",Normal,1,Normal
2705,Normal- (1159),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1159).jpg",Normal,1,Normal
2706,Normal- (1002),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1002).jpg",Normal,1,Normal
2707,Normal- (145),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (145).jpg",Normal,1,Normal
2708,Normal- (1466),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1466).jpg",Normal,1,Normal
2709,Normal- (266),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (266).jpg",Normal,1,Normal
2710,Normal- (4566),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (4566).jpg",Normal,1,Normal
2711,Normal- (1514),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1514).jpg",Normal,1,Normal
2712,Normal- (4222),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (4222).jpg",Normal,1,Normal
2713,Normal- (4383),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (4383).jpg",Normal,1,Normal
2714,Normal- (169),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (169).jpg",Normal,1,Normal
2715,Normal- (1132),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1132).jpg",Normal,1,Normal
2716,Normal- (2203),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (2203).jpg",Normal,1,Normal
2717,Normal- (4810),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (4810).jpg",Normal,1,Normal
2718,Normal- (3962),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (3962).jpg",Normal,1,Normal
2719,Normal- (1030),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1030).jpg",Normal,1,Normal
2720,Normal- (2696),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (2696).jpg",Normal,1,Normal
2721,Normal- (239),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (239).jpg",Normal,1,Normal
2722,Normal- (1632),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1632).jpg",Normal,1,Normal
2723,Normal- (1762),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1762).jpg",Normal,1,Normal
2724,Normal- (1744),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1744).jpg",Normal,1,Normal
2725,Normal- (2783),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (2783).jpg",Normal,1,Normal
2726,Normal- (1275),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1275).jpg",Normal,1,Normal
2727,Normal- (3026),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (3026).jpg",Normal,1,Normal
2728,Normal- (1649),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1649).jpg",Normal,1,Normal
2729,Normal- (3420),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (3420).jpg",Normal,1,Normal
2730,Normal- (4030),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (4030).jpg",Normal,1,Normal
2731,Normal- (3123),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (3123).jpg",Normal,1,Normal
2732,Normal- (3286),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (3286).jpg",Normal,1,Normal
2733,Normal- (3998),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (3998).jpg",Normal,1,Normal
2734,Normal- (4752),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (4752).jpg",Normal,1,Normal
2735,Normal- (3540),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (3540).jpg",Normal,1,Normal
2736,Normal- (2046),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (2046).jpg",Normal,1,Normal
2737,Normal- (3353),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (3353).jpg",Normal,1,Normal
2738,Normal- (176),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (176).jpg",Normal,1,Normal
2739,Normal- (729),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (729).jpg",Normal,1,Normal
2740,Normal- (4227),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (4227).jpg",Normal,1,Normal
2741,Normal- (3447),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (3447).jpg",Normal,1,Normal
2742,Normal- (486),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (486).jpg",Normal,1,Normal
2743,Normal- (1876),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1876).jpg",Normal,1,Normal
2744,Normal- (1368),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1368).jpg",Normal,1,Normal
2745,Normal- (303),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (303).jpg",Normal,1,Normal
2746,Normal- (3126),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (3126).jpg",Normal,1,Normal
2747,Normal- (1706),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1706).jpg",Normal,1,Normal
2748,Normal- (4134),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (4134).jpg",Normal,1,Normal
2749,Normal- (3683),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (3683).jpg",Normal,1,Normal
2750,Normal- (2675),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (2675).jpg",Normal,1,Normal
2751,Normal- (2303),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (2303).jpg",Normal,1,Normal
2752,Normal- (4753),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (4753).jpg",Normal,1,Normal
2753,Normal- (872),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (872).jpg",Normal,1,Normal
2754,Normal- (2637),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (2637).jpg",Normal,1,Normal
2755,Normal- (1971),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1971).jpg",Normal,1,Normal
2756,Normal- (1548),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1548).jpg",Normal,1,Normal
2757,Normal- (4194),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (4194).jpg",Normal,1,Normal
2758,Normal- (1477),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1477).jpg",Normal,1,Normal
2759,Normal- (623),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (623).jpg",Normal,1,Normal
2760,Normal- (2890),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (2890).jpg",Normal,1,Normal
2761,Normal- (3099),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (3099).jpg",Normal,1,Normal
2762,Normal- (4704),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (4704).jpg",Normal,1,Normal
2763,Normal- (4924),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (4924).jpg",Normal,1,Normal
2764,Normal- (1617),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1617).jpg",Normal,1,Normal
2765,Normal- (77),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (77).jpg",Normal,1,Normal
2766,Normal- (3397),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (3397).jpg",Normal,1,Normal
2767,Normal- (26),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (26).jpg",Normal,1,Normal
2768,Normal- (3764),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (3764).jpg",Normal,1,Normal
2769,Normal- (1794),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1794).jpg",Normal,1,Normal
2770,Normal- (1615),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1615).jpg",Normal,1,Normal
2771,Normal- (4911),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (4911).jpg",Normal,1,Normal
2772,Normal- (838),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (838).jpg",Normal,1,Normal
2773,Normal- (246),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (246).jpg",Normal,1,Normal
2774,Normal- (5007),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (5007).jpg",Normal,1,Normal
2775,Normal- (384),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (384).jpg",Normal,1,Normal
2776,Normal- (2270),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (2270).jpg",Normal,1,Normal
2777,Normal- (4935),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (4935).jpg",Normal,1,Normal
2778,Normal- (3435),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (3435).jpg",Normal,1,Normal
2779,Normal- (574),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (574).jpg",Normal,1,Normal
2780,Normal- (681),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (681).jpg",Normal,1,Normal
2781,Normal- (654),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (654).jpg",Normal,1,Normal
2782,Normal- (1535),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1535).jpg",Normal,1,Normal
2783,Normal- (1433),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1433).jpg",Normal,1,Normal
2784,Normal- (518),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (518).jpg",Normal,1,Normal
2785,Normal- (3031),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (3031).jpg",Normal,1,Normal
2786,Normal- (2079),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (2079).jpg",Normal,1,Normal
2787,Normal- (660),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (660).jpg",Normal,1,Normal
2788,Normal- (371),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (371).jpg",Normal,1,Normal
2789,Normal- (373),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (373).jpg",Normal,1,Normal
2790,Normal- (2609),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (2609).jpg",Normal,1,Normal
2791,Normal- (621),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (621).jpg",Normal,1,Normal
2792,Normal- (2264),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (2264).jpg",Normal,1,Normal
2793,Normal- (4462),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (4462).jpg",Normal,1,Normal
2794,Normal- (1584),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1584).jpg",Normal,1,Normal
2795,Normal- (3858),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (3858).jpg",Normal,1,Normal
2796,Normal- (2902),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (2902).jpg",Normal,1,Normal
2797,Normal- (4722),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (4722).jpg",Normal,1,Normal
2798,Normal- (1963),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1963).jpg",Normal,1,Normal
2799,Normal- (365),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (365).jpg",Normal,1,Normal
2800,Normal- (1546),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1546).jpg",Normal,1,Normal
2801,Normal- (1764),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1764).jpg",Normal,1,Normal
2802,Normal- (4625),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (4625).jpg",Normal,1,Normal
2803,Normal- (19),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (19).jpg",Normal,1,Normal
2804,Normal- (1182),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1182).jpg",Normal,1,Normal
2805,Normal- (4040),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (4040).jpg",Normal,1,Normal
2806,Normal- (4749),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (4749).jpg",Normal,1,Normal
2807,Normal- (2117),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (2117).jpg",Normal,1,Normal
2808,Normal- (3734),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (3734).jpg",Normal,1,Normal
2809,Normal- (3625),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (3625).jpg",Normal,1,Normal
2810,Normal- (3886),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (3886).jpg",Normal,1,Normal
2811,Normal- (2156),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (2156).jpg",Normal,1,Normal
2812,Normal- (206),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (206).jpg",Normal,1,Normal
2813,Normal- (4220),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (4220).jpg",Normal,1,Normal
2814,Normal- (1874),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1874).jpg",Normal,1,Normal
2815,Normal- (2723),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (2723).jpg",Normal,1,Normal
2816,Normal- (3707),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (3707).jpg",Normal,1,Normal
2817,Normal- (1025),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1025).jpg",Normal,1,Normal
2818,Normal- (3236),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (3236).jpg",Normal,1,Normal
2819,Normal- (4574),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (4574).jpg",Normal,1,Normal
2820,Normal- (4936),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (4936).jpg",Normal,1,Normal
2821,Normal- (3176),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (3176).jpg",Normal,1,Normal
2822,Normal- (1760),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1760).jpg",Normal,1,Normal
2823,Normal- (2996),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (2996).jpg",Normal,1,Normal
2824,Normal- (1456),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1456).jpg",Normal,1,Normal
2825,Normal- (1926),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1926).jpg",Normal,1,Normal
2826,Normal- (1822),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1822).jpg",Normal,1,Normal
2827,Normal- (501),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (501).jpg",Normal,1,Normal
2828,Normal- (2576),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (2576).jpg",Normal,1,Normal
2829,Normal- (1491),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1491).jpg",Normal,1,Normal
2830,Normal- (2816),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (2816).jpg",Normal,1,Normal
2831,Normal- (1913),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1913).jpg",Normal,1,Normal
2832,Normal- (154),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (154).jpg",Normal,1,Normal
2833,Normal- (4123),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (4123).jpg",Normal,1,Normal
2834,Normal- (1352),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1352).jpg",Normal,1,Normal
2835,Normal- (4023),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (4023).jpg",Normal,1,Normal
2836,Normal- (1916),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1916).jpg",Normal,1,Normal
2837,Normal- (4771),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (4771).jpg",Normal,1,Normal
2838,Normal- (3150),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (3150).jpg",Normal,1,Normal
2839,Normal- (1098),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1098).jpg",Normal,1,Normal
2840,Normal- (1155),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1155).jpg",Normal,1,Normal
2841,Normal- (148),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (148).jpg",Normal,1,Normal
2842,Normal- (456),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (456).jpg",Normal,1,Normal
2843,Normal- (2780),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (2780).jpg",Normal,1,Normal
2844,Normal- (2420),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (2420).jpg",Normal,1,Normal
2845,Normal- (627),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (627).jpg",Normal,1,Normal
2846,Normal- (1324),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1324).jpg",Normal,1,Normal
2847,Normal- (1533),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1533).jpg",Normal,1,Normal
2848,Normal- (2868),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (2868).jpg",Normal,1,Normal
2849,Normal- (1808),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1808).jpg",Normal,1,Normal
2850,Normal- (549),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (549).jpg",Normal,1,Normal
2851,Normal- (3743),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (3743).jpg",Normal,1,Normal
2852,Normal- (716),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (716).jpg",Normal,1,Normal
2853,Normal- (1919),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1919).jpg",Normal,1,Normal
2854,Normal- (3036),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (3036).jpg",Normal,1,Normal
2855,Normal- (4264),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (4264).jpg",Normal,1,Normal
2856,Normal- (3033),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (3033).jpg",Normal,1,Normal
2857,Normal- (360),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (360).jpg",Normal,1,Normal
2858,Normal- (1271),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1271).jpg",Normal,1,Normal
2859,Normal- (1053),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1053).jpg",Normal,1,Normal
2860,Normal- (3909),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (3909).jpg",Normal,1,Normal
2861,Normal- (2333),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (2333).jpg",Normal,1,Normal
2862,Normal- (630),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (630).jpg",Normal,1,Normal
2863,Normal- (629),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (629).jpg",Normal,1,Normal
2864,Normal- (2448),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (2448).jpg",Normal,1,Normal
2865,Normal- (791),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (791).jpg",Normal,1,Normal
2866,Normal- (1850),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1850).jpg",Normal,1,Normal
2867,Normal- (2097),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (2097).jpg",Normal,1,Normal
2868,Normal- (1582),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (1582).jpg",Normal,1,Normal
2869,Normal- (4971),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (4971).jpg",Normal,1,Normal
2870,Normal- (457),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (457).jpg",Normal,1,Normal
2871,Normal- (2861),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (2861).jpg",Normal,1,Normal
2872,Normal- (357),"/content/data/CT KIDNEY DATASET Normal, CYST, TUMOR and STONE/NORMAL/Normal- (357).jpg",Normal,1,Normal
